ubigeo,departamento,provincia,distrito,capital_legal,latitud,longitud
210903,Puno,Moho,Huayrapata,Huayrapata,-15.32138889,-69.34111111
210904,Puno,Moho,Tilali,Tilali,-15.515,-69.34805556
211001,Puno,San Antonio de Putina,Putina,Putina,-14.91416667,-69.86888889
211002,Puno,San Antonio de Putina,Ananea,Ananea,-14.67861111,-69.535
211003,Puno,San Antonio de Putina,Pedro Vilca Apaza,Ayrampuni,-15.06361111,-69.88166667
211004,Puno,San Antonio de Putina,Quilcapuncu,Quilcapuncu,-14.89361111,-69.73027778
211005,Puno,San Antonio de Putina,Sina,Sina,-14.49666667,-69.28027778
211101,Puno,San Román,Juliaca,Juliaca,-15.48388889,-70.13333333
211102,Puno,San Román,Cabana,Cabana,-15.64916667,-70.32194444
211103,Puno,San Román,Cabanillas,Deustua,-15.64444444,-70.35388889
211104,Puno,San Román,Caracoto,Caracoto,-15.5675,-70.1025
211105,Puno,San Román,San Miguel,San Miguel,-15.46027778,-70.12694444
211201,Puno,Sandia,Sandia,Sandia,-14.32222222,-69.46638889
211202,Puno,Sandia,Cuyocuyo,Cuyocuyo,-14.47027778,-69.53722222
211203,Puno,Sandia,Limbani,Limbani,-14.14972222,-69.69055556
211204,Puno,Sandia,Patambuco,Patambuco,-14.36166667,-69.61944444
211205,Puno,Sandia,Phara,Phara,-14.15194444,-69.66527778
211206,Puno,Sandia,Quiaca,Quiaca,-14.42222222,-69.345
211207,Puno,Sandia,San Juan del Oro,San Juan del Oro,-14.22083333,-69.15361111
211208,Puno,Sandia,Yanahuaya,Yanahuaya,-14.25861111,-69.16944444
211209,Puno,Sandia,Alto Inambari,Massiapo,-14.09,-69.24333333
211210,Puno,Sandia,San Pedro de Putina Punco,Putina Punco,-14.1125,-69.04777778
211301,Puno,Yunguyo,Yunguyo,Yunguyo,-16.22666667,-69.09555556
211302,Puno,Yunguyo,Anapia,Anapia,-16.31388889,-68.85277778
211303,Puno,Yunguyo,Copani,Copani,-16.4,-69.04027778
211304,Puno,Yunguyo,Cuturapi,San Juan de Cuturapi,-16.27055556,-69.17694444
211305,Puno,Yunguyo,Ollaraya,San Miguel de Ollaraya,-16.21972222,-68.99111111
211306,Puno,Yunguyo,Tinicachi,Tinicachi,-16.19861111,-68.96166667
211307,Puno,Yunguyo,Unicachi,Marcaja,-16.22361111,-68.98111111
220101,San Martín,Moyobamba,Moyobamba,Moyobamba,-6.03472222,-76.97416667
220102,San Martín,Moyobamba,Calzada,Calzada,-6.03027778,-77.06666667
220103,San Martín,Moyobamba,Habana,Habana,-6.07972222,-77.09138889
220104,San Martín,Moyobamba,Jepelacio,Jepelacio,-6.10805556,-76.91527778
220105,San Martín,Moyobamba,Soritor,Soritor,-6.13944444,-77.1025
220106,San Martín,Moyobamba,Yantalo,Yantalo,-5.97444444,-77.02083333
220201,San Martín,Bellavista,Bellavista,Bellavista,-7.05222222,-76.58972222
220202,San Martín,Bellavista,Alto Biavo,Cuzco,-7.25583333,-76.47666667
220203,San Martín,Bellavista,Bajo Biavo,Nuevo Lima,-7.10166667,-76.47194444
220204,San Martín,Bellavista,Huallaga,Ledoy,-7.13111111,-76.64861111
220205,San Martín,Bellavista,San Pablo,San Pablo,-6.80972222,-76.57472222
220206,San Martín,Bellavista,San Rafael,San Rafael,-7.02305556,-76.46583333
220301,San Martín,El Dorado,San José de Sisa,San José de Sisa,-6.61388889,-76.69527778
220302,San Martín,El Dorado,Agua Blanca,Agua Blanca,-6.72527778,-76.69527778
220303,San Martín,El Dorado,San Martín,San Martín,-6.51444444,-76.74055556
220304,San Martín,El Dorado,Santa Rosa,Santa Rosa,-6.74638889,-76.62361111
220305,San Martín,El Dorado,Shatoja,Shatoja,-6.52833333,-76.72
220401,San Martín,Huallaga,Saposoa,Saposoa,-6.93666667,-76.77222222
220402,San Martín,Huallaga,Alto Saposoa,Pasarraya,-6.76472222,-76.81361111
220403,San Martín,Huallaga,El Eslabón,El Eslabón,-7.02166667,-76.72333333
220404,San Martín,Huallaga,Piscoyacu,Piscoyacu,-6.98111111,-76.76944444
220405,San Martín,Huallaga,Sacanche,Sacanche,-7.07,-76.71361111
220406,San Martín,Huallaga,Tingo de Saposoa,Tingo de Saposoa,-7.09194444,-76.64138889
220501,San Martín,Lamas,Lamas,Lamas,-6.42388889,-76.52333333
220502,San Martín,Lamas,Alonso de Alvarado,Roque,-6.35583333,-76.77527778
220503,San Martín,Lamas,Barranquita,Barranquita,-6.25222222,-76.03333333
220504,San Martín,Lamas,Caynarachi,Pongo de Caynarachi,-6.33083333,-76.28416667
220505,San Martín,Lamas,Cuñumbuqui,Cuñumbuqui,-6.51055556,-76.48166667
220506,San Martín,Lamas,Pinto Recodo,Pinto Recodo,-6.37916667,-76.60444444
220507,San Martín,Lamas,Rumisapa,Rumisapa,-6.44888889,-76.47166667
220508,San Martín,Lamas,San Roque de Cumbaza,San Roque de Cumbaza,-6.38555556,-76.43861111
220509,San Martín,Lamas,Shanao,Shanao,-6.41166667,-76.59416667
220510,San Martín,Lamas,Tabalosos,Tabalosos,-6.38944444,-76.63416667
220511,San Martín,Lamas,Zapatero,Zapatero,-6.52972222,-76.49416667
220601,San Martín,Mariscal Cáceres,Juanjuí,Juanjuí,-7.17666667,-76.72388889
220602,San Martín,Mariscal Cáceres,Campanilla,Campanilla,-7.48305556,-76.64972222
220603,San Martín,Mariscal Cáceres,Huicungo,Huicungo,-7.31694444,-76.77722222
220604,San Martín,Mariscal Cáceres,Pachiza,Pachiza,-7.29805556,-76.77333333
220605,San Martín,Mariscal Cáceres,Pajarillo,Pajarillo,-7.17666667,-76.68861111
220701,San Martín,Picota,Picota,Picota,-6.92,-76.33027778
220702,San Martín,Picota,Buenos Aires,Buenos Aires,-6.79166667,-76.32777778
220703,San Martín,Picota,Caspisapa,Caspisapa,-6.95638889,-76.41861111
220704,San Martín,Picota,Pilluana,Pilluana,-6.77666667,-76.29166667
220705,San Martín,Picota,Pucacaca,Pucacaca,-6.84888889,-76.34111111
220706,San Martín,Picota,San Cristóbal,Puerto Rico,-6.99194444,-76.41777778
220707,San Martín,Picota,San Hilarión,San Cristóbal de Sisa,-7.00388889,-76.43944444
220708,San Martín,Picota,Shamboyacu,Shamboyacu,-7.02416667,-76.13277778
220709,San Martín,Picota,Tingo de Ponasa,Tingo de Ponasa,-6.93611111,-76.25388889
220710,San Martín,Picota,Tres Unidos,Tres Unidos,-6.80583333,-76.23222222
220801,San Martín,Rioja,Rioja,Rioja,-6.0625,-77.16833333
220802,San Martín,Rioja,Awajun,Bajo Naranjillo,-5.81611111,-77.38277778
220803,San Martín,Rioja,Elias Soplín Vargas,Segunda Jerusalen-Azunguillo,-5.98722222,-77.27805556
220804,San Martín,Rioja,Nueva Cajamarca,Nueva Cajamarca,-5.93611111,-77.30694444
220805,San Martín,Rioja,Pardo Miguel,Naranjos,-5.73944444,-77.50444444
220806,San Martín,Rioja,Posic,Posic,-6.01333333,-77.16194444
220807,San Martín,Rioja,San Fernando,San Fernando,-5.90194444,-77.26944444
220808,San Martín,Rioja,Yorongos,Yorongos,-6.13861111,-77.14416667
220809,San Martín,Rioja,Yuracyacu,Yuracyacu,-5.93111111,-77.22638889
220901,San Martín,San Martín,Tarapoto,Tarapoto,-6.48944444,-76.36027778
220902,San Martín,San Martín,Alberto Leveau,Utcurarca,-6.66305556,-76.28666667
220903,San Martín,San Martín,Cacatachi,Cacatachi,-6.46194444,-76.45138889
220904,San Martín,San Martín,Chazuta,Chazuta,-6.57361111,-76.13777778
220905,San Martín,San Martín,Chipurana,Navarro,-6.35416667,-75.74138889
220906,San Martín,San Martín,El Porvenir,Pelejo,-6.21166667,-75.80083333
220907,San Martín,San Martín,Huimbayoc,Huimbayoc,-6.41777778,-75.76805556
220908,San Martín,San Martín,Juan Guerra,Juan Guerra,-6.58416667,-76.33083333
220909,San Martín,San Martín,La Banda de Shilcayo,La Banda,-6.49,-76.34055556
220910,San Martín,San Martín,Morales,Morales,-6.47916667,-76.38305556
220911,San Martín,San Martín,Papaplaya,Papaplaya,-6.24527778,-75.79055556
220912,San Martín,San Martín,San Antonio,San Antonio,-6.40944444,-76.40666667
220913,San Martín,San Martín,Sauce,Sauce,-6.69055556,-76.21666667
220914,San Martín,San Martín,Shapaja,Shapaja,-6.57972222,-76.26194444
221001,San Martín,Tocache,Tocache,Tocache,-8.18833333,-76.50944444
221002,San Martín,Tocache,Nuevo Progreso,Nuevo Progreso,-8.45055556,-76.32638889
221003,San Martín,Tocache,Pólvora,Pólvora,-7.90777778,-76.66777778
221004,San Martín,Tocache,Shunte,Tambo de Paja,-8.35166667,-76.72972222
221005,San Martín,Tocache,Uchiza,Uchiza,-8.45833333,-76.46166667
221006,San Martín,Tocache,Santa Lucia,Santa Lucía,-8.34527778,-73.38722222
230101,Tacna,Tacna,Tacna,Tacna,-18.00194444,-70.25194444
230102,Tacna,Tacna,Alto de La Alianza,La Esperanza,-17.99305556,-70.24777778
230103,Tacna,Tacna,Calana,Calana,-17.94333333,-70.18833333
230104,Tacna,Tacna,Ciudad Nueva,Ciudad Nueva,-17.98194444,-70.23805556
230105,Tacna,Tacna,Inclán,Sama Grande,-17.79388889,-70.49472222
230106,Tacna,Tacna,Pachia,Pachia,-17.89638889,-70.15388889
230107,Tacna,Tacna,Palca,Palca,-17.77833333,-69.95972222
230108,Tacna,Tacna,Pocollay,Pocollay,-17.99666667,-70.22583333
230109,Tacna,Tacna,Sama,Las Yaras,-17.8625,-70.56
230110,Tacna,Tacna,Coronel Gregorio Albarracin Lanchipa,Alfonso Ugarte,-18.04305556,-70.25166667
230111,Tacna,Tacna,La Yarada los Palos,Los Palos,-18.28611111,-70.43916667
230201,Tacna,Candarave,Candarave,Candarave,-17.26805556,-70.25027778
230202,Tacna,Candarave,Cairani,Cairani,-17.28527778,-70.36361111
230203,Tacna,Candarave,Camilaca,Alto Camilaca,-17.2425,-70.38805556
230204,Tacna,Candarave,Curibaya,Curibaya,-17.38138889,-70.33472222
230205,Tacna,Candarave,Huanuara,Huanuara,-17.31361111,-70.3225
230206,Tacna,Candarave,Quilahuani,Quilahuani,-17.31833333,-70.25861111
230301,Tacna,Jorge Basadre,Locumba,Locumba,-17.61388889,-70.76277778
230302,Tacna,Jorge Basadre,Ilabaya,Ilabaya,-17.41805556,-70.51305556
230303,Tacna,Jorge Basadre,Ite,Ite,-17.86166667,-70.96583333
230401,Tacna,Tarata,Tarata,Tarata,-17.475,-70.03194444
230402,Tacna,Tarata,Héroes Albarracín,Chucatamani,-17.48055556,-70.12305556
230403,Tacna,Tarata,Estique,Estique,-17.54194444,-70.01833333
230404,Tacna,Tarata,Estique-Pampa,Estique-Pampa,-17.53861111,-70.03138889
230405,Tacna,Tarata,Sitajara,Sitajara,-17.37527778,-70.13388889
230406,Tacna,Tarata,Susapaya,Susapaya,-17.34805556,-70.13361111
230407,Tacna,Tarata,Tarucachi,Tarucachi,-17.52583333,-70.03166667
230408,Tacna,Tarata,Ticaco,Ticaco,-17.44722222,-70.04666667
240101,Tumbes,Tumbes,Tumbes,Tumbes,-3.57111111,-80.45916667
240102,Tumbes,Tumbes,Corrales,San Pedro de Los Incas,-3.60138889,-80.48055556
240103,Tumbes,Tumbes,La Cruz,Caleta Cruz,-3.63722222,-80.59
240104,Tumbes,Tumbes,Pampas de Hospital,Pampas de Hospital,-3.69333333,-80.43916667
240105,Tumbes,Tumbes,San Jacinto,San Jacinto,-3.64083333,-80.44527778
240106,Tumbes,Tumbes,San Juan de La Virgen,San Juan de La Virgen,-3.62777778,-80.43361111
240201,Tumbes,Contralmirante Villar,Zorritos,Zorritos,-3.6775,-80.66805556
240202,Tumbes,Contralmirante Villar,Casitas,Cañaveral,-3.94222222,-80.65111111
240203,Tumbes,Contralmirante Villar,Canoas de Punta Sal,Cancas,-3.95055556,-80.94
240301,Tumbes,Zarumilla,Zarumilla,Zarumilla,-3.50111111,-80.27555556
240302,Tumbes,Zarumilla,Aguas Verdes,Aguas Verdes,-3.48166667,-80.245
240303,Tumbes,Zarumilla,Matapalo,Matapalo,-3.68222222,-80.19972222
240304,Tumbes,Zarumilla,Papayal,Papayal,-3.57138889,-80.235
250101,Ucayali,Coronel Portillo,Calleria,Pucallpa,-8.36805556,-74.54333333
250102,Ucayali,Coronel Portillo,Campoverde,Campoverde,-8.47194444,-74.80527778
250103,Ucayali,Coronel Portillo,Iparia,Iparia,-9.30611111,-74.43555556
250104,Ucayali,Coronel Portillo,Masisea,Masisea,-8.60472222,-74.30611111
250105,Ucayali,Coronel Portillo,Yarinacocha,Puerto Callao,-8.35555556,-74.57583333
250106,Ucayali,Coronel Portillo,Nueva Requena,Nueva Requena,-8.32055556,-74.85138889
250107,Ucayali,Coronel Portillo,Manantay,San Fernando,-8.40027778,-74.54138889
250201,Ucayali,Atalaya,Raimondi,Atalaya,-10.72972222,-73.75527778
250202,Ucayali,Atalaya,Sepahua,Sepahua,-11.13722222,-73.04555556
250203,Ucayali,Atalaya,Tahuania,Bolognesi,-10.03055556,-73.95638889
250204,Ucayali,Atalaya,Yurua,Breu,-9.53138889,-72.76
250301,Ucayali,Padre Abad,Padre Abad,Aguaytia,-9.03361111,-75.5075
250302,Ucayali,Padre Abad,Irazola,San Alejandro,-8.82861111,-75.21333333
250303,Ucayali,Padre Abad,Curimaná,Curimaná,-8.43333333,-75.14777778
250304,Ucayali,Padre Abad,Neshuya,Monte Alegre,-8.64,-74.96444444
250305,Ucayali,Padre Abad,Alexander Von Humboldt,Alexander Von Humboldt,-8.8275,-75.05083333
250306,Ucayali,Padre Abad,Huipoca,Huipoca,-8.97777778,-75.44722222
250307,Ucayali,Padre Abad,Boquerón,Boquerón,-9.05972222,-75.63611111
250401,Ucayali,Purús,Purús,Esperanza,-9.77222222,-70.70972222
